Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
143-904-939-084-962,DIPES/BICC - A Collaborative Decision Support Model for Marine Safety and Security Operations,,2010,book chapter,IFIP Advances in Information and Communication Technology,18684238; 18612288; 1868422x; 15715736,Springer Berlin Heidelberg,Germany,Uwe Glässer; Piper Jackson; Ali Khalili Araghi; Hans Wehn; Hamed Yaghoubi Shahir,"Collaboration and self-organization are hallmarks of many biological systems. We present the design for an intelligent decision support system that employs these characteristics: it works through a collaborative, self-organizing network of intelligent agents. Developed for the realm of Marine Safety and Security, the goal of the system is to assist in the management of a complex array of resources in both a routine and emergency role. Notably, this system must be able to handle a dynamic environment and the existence of uncertainty. The decentralized control structure of a collaborative self-organizing system reinforces its adaptiveness, robustness and scalability in critical situations.",,,266,277,Decision support system; Risk analysis (engineering); Configuration management; Abstract state machines; Decentralised system; Computer science; Scalability; Intelligent decision support system; Knowledge management; Intelligent agent; Robustness (computer science),Coastal Surveillance; Self-Organizing System; Automated Planning; Configuration Management; Abstract State Machines,,,,https://link.springer.com/content/pdf/10.1007%2F978-3-642-15234-4_26.pdf https://rd.springer.com/chapter/10.1007/978-3-642-15234-4_26 https://hal.inria.fr/IFIP-AICT-329/hal-01054493 https://hal.inria.fr/hal-01054493/document https://link.springer.com/chapter/10.1007/978-3-642-15234-4_26,http://dx.doi.org/10.1007/978-3-642-15234-4_26,,10.1007/978-3-642-15234-4_26,1541408041,,0,005-728-697-475-966; 005-983-474-082-020; 018-044-890-257-973; 029-123-432-197-349; 038-581-249-686-296; 038-857-788-553-93X; 045-821-056-403-425; 060-776-050-843-781; 066-009-806-473-516; 067-050-267-736-575; 078-269-511-514-532; 085-224-412-940-282; 099-621-497-120-490; 116-021-586-081-839; 130-072-577-959-651; 139-330-264-873-706; 171-576-059-902-088; 176-889-161-409-600; 189-521-689-083-502,12,true,cc-by,green
144-799-896-708-169,Grammar formalisms viewed as evolving algebras,,1994,journal article,Linguistics and Philosophy,01650157; 15730549,Springer Science and Business Media LLC,Netherlands,David E. Johnson; Lawrence S. Moss,"We consider the use ofevolving algebra methods of specifying grammars for natural languages. We are especially interested in distributed evolving algebras. We provide the motivation for doing this, and we give a reconstruction of some classic grammar formalisms in directly dynamic terms. Finally, we consider some technical questions arising from the use of direct dynamism in grammar formalisms.",17,6,537,560,Context-sensitive grammar; Rotation formalisms in three dimensions; Mildly context-sensitive grammar formalism; Semantics (computer science); Natural language; Grammar; Computer science; Linguistics; Emergent grammar; Affix grammar,,,,,https://philpapers.org/rec/JOHGFV https://link.springer.com/article/10.1007%2FBF00985318,http://dx.doi.org/10.1007/bf00985318,,10.1007/bf00985318,2009986092,,0,000-490-410-327-490; 019-413-711-641-302; 021-951-619-917-222; 028-786-587-829-794; 040-507-261-204-428; 052-600-461-016-757; 053-011-889-759-632; 055-832-141-101-145; 072-229-140-410-827; 086-495-904-264-074; 087-191-038-999-296; 094-854-784-599-735; 101-867-765-386-720; 105-620-622-527-144; 110-982-247-346-526; 114-591-247-923-343; 135-825-815-246-020; 142-881-775-892-115; 155-116-945-230-493; 184-044-966-704-362; 196-420-547-169-854,15,false,,
146-259-057-903-452,Hierarchical timed abstract state machines for WCET estimation,,2016,journal article,International Journal of Critical Computer-Based Systems,17578779; 17578787,Inderscience Publishers,Switzerland,Vladimir-Alexandru Paun; Bruno Monsuez; Philippe Baufreton,"In this paper, we present an extension of the abstract state machines suited for the modelling of complex processors in the context of system verification. Besides processor simulation, the goal of our model is to provide a base for worst-case execution time estimation, providing abstraction capabilities that enable the scaling of analysis. The main difference between our model and other ASM extensions is that we define time as a mean to enable time accurate runs and hierarchical abstraction levels of components, while staying the closest possible to the original ASM mathematical foundation. The model is also designed to dynamically choose a suited component definition in order to adapt to information precision on data values. The time extension helps modelling non-instantaneous actions, which is essential for real-time systems. Adaptable precision and separation of the analysis from the model of the processor will prove well suited for integration into a worst-case execution time estimation tool.",6,4,343,363,Distributed computing; Abstract state machines; Formal language; Worst-case execution time; Extension (predicate logic); Context (language use); Computer science; Base (topology); Component (UML); Abstraction (linguistics),,,,,https://hal.archives-ouvertes.fr/hal-01214973 https://hal.archives-ouvertes.fr/hal-01214973/document https://www.inderscienceonline.com/doi/abs/10.1504/IJCCBS.2016.081810 https://dblp.uni-trier.de/db/journals/ijccbs/ijccbs6.html#PaunMB16,http://dx.doi.org/10.1504/ijccbs.2016.081810,,10.1504/ijccbs.2016.081810,2580771748,,0,006-555-745-475-703; 020-555-541-620-312; 023-186-040-384-436; 038-812-259-656-192; 045-374-277-640-529; 072-659-327-044-492; 073-967-282-449-373; 075-656-639-837-964; 079-933-863-590-861; 091-647-015-058-757; 186-050-159-575-617; 189-521-689-083-502,0,true,,green
147-019-981-692-623,"Review of ""Abstract state machines: a method for high-level system design and analysis"" by Egon Börger and Robert Stärk. Springer-Verlag 2003.",,2004,journal article,ACM SIGSOFT Software Engineering Notes,01635948,Association for Computing Machinery (ACM),,Gregory H. Harris,,29,2,31,32,Abstract state machines; Artificial intelligence; Systems design; Computer science,,,,,https://dblp.uni-trier.de/db/journals/sigsoft/sigsoft29.html#Harris04 https://dl.acm.org/doi/10.1145/979743.979770,http://dx.doi.org/10.1145/979743.979770,,10.1145/979743.979770,1824578878,,0,,156,false,,
148-467-663-262-180,SEFM Workshops - Formalizing Monitoring Processes for Large-Scale Distributed Systems Using Abstract State Machines,2018-02-02,2018,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer International Publishing,Germany,Andreea Buga; Sorana Tania Nemeș,"Large-Scale Distributed Systems are characterized by high complexity and heterogeneity, which might lead to unexpected failures. The role of a robust monitoring framework is to gather low-level data and assess the status of the components of the system. The framework collaborates with adapters for ensuring steady recovery plans and improving the availability of services. Monitors, as part of the system, are also affected by unavailability or random failures. In order to increase the reliability of the solution we verify the trustworthiness of the monitors and emphasize the need of redundancy. This paper introduces a formal approach for modeling and verifying a monitoring solution for Large-Scale Distributed Systems. We formalize the behavior of the monitors with the aid of Abstract State Machines and employ the ASMETA toolset for simulating and analyzing properties of the model. The tool also supports the verification process by translating a simplified version of the model to an NuSMV specification, on top of which model checking can be applied. Properties of the model are expressed with the aid of computation tree logic.",,,153,167,Model checking; Distributed computing; Abstract state machines; Redundancy (engineering); Computation tree logic; Unavailability; High complexity; Computer science,,,,,https://link.springer.com/chapter/10.1007/978-3-319-74781-1_11 https://doi.org/10.1007/978-3-319-74781-1_11 https://rd.springer.com/chapter/10.1007/978-3-319-74781-1_11 https://dblp.uni-trier.de/db/conf/sefm/sefm2017w.html#BugaN17,http://dx.doi.org/10.1007/978-3-319-74781-1_11,,10.1007/978-3-319-74781-1_11,2786777509,,0,008-882-208-353-322; 022-174-461-059-506; 025-447-165-223-578; 040-736-326-793-892; 042-365-284-561-593; 046-564-660-076-40X; 047-754-867-502-510; 055-653-886-024-136; 058-550-246-937-217; 063-510-241-020-340; 066-288-975-518-599; 067-616-869-231-152; 067-935-311-381-272; 091-352-871-162-401; 099-943-874-354-121; 119-090-091-010-420; 136-630-420-315-104; 139-330-264-873-706; 146-349-056-917-771; 150-285-962-336-711; 166-251-841-262-352; 168-359-402-394-959; 189-521-689-083-502,2,false,,
148-545-875-736-879,Correctness Proof of a Distributed Implementation of Prolog by Means of Abstract State Machines,1997-05-28,1997,journal article,Zenodo (CERN European Organization for Nuclear Research),,,,null null,,,,,,Correctness; Prolog; Computer science; Programming language; State (computer science); Abstract state machines; Distributed computing; Theoretical computer science; Finite-state machine,,,,,https://lib.jucs.org/article/27362/,http://dx.doi.org/10.3217/jucs-003-05-0568,,10.3217/jucs-003-05-0568,,,0,,0,true,cc-by,green
148-825-038-998-202,Evolving Algebras and Mathematical Models of Language,,1995,book chapter,"Applied Logic: How, What and Why",,Springer Netherlands,,Lawrence S. Moss; David E. Johnson,"Mathematical models are important not only because they enable an observer to make testable predicitions about some phenomenon, but also because they are the tools with which the theoretician organizes observations and decides what to study.",,,161,194,Artificial intelligence; Finite-state machine; Natural language processing; Observer (special relativity); Parse tree; Turing machine; Selection rule; Computer science; Phenomenon; Mathematical model,,,,,https://link.springer.com/chapter/10.1007/978-94-015-8533-0_7 https://core.ac.uk/display/23696059 https://rd.springer.com/chapter/10.1007/978-94-015-8533-0_7,http://dx.doi.org/10.1007/978-94-015-8533-0_7,,10.1007/978-94-015-8533-0_7,1489287562,,0,015-483-522-068-242; 021-951-619-917-222; 036-720-349-658-262; 040-507-261-204-428; 052-600-461-016-757; 053-011-889-759-632; 071-568-397-176-255; 094-854-784-599-735; 101-867-765-386-720; 114-591-247-923-343; 116-897-000-435-238; 135-825-815-246-020; 144-799-896-708-169; 184-044-966-704-362; 196-420-547-169-854,6,false,,
149-382-119-513-664,"Updates, Schema Updates and Validation of XML Documents - Using Abstract State Machines with Automata-Defined States",2009-05-28,2009,journal article,Zenodo (CERN European Organization for Nuclear Research),,,,null null; null null; null null,,,,,,Computer science; XML Schema Editor; Programming language; XML Schema (W3C); XML; Schema (genetic algorithms); Automaton; RELAX NG; XML validation; Document Structure Description; State (computer science); Information retrieval; Theoretical computer science; XML Signature; World Wide Web,,,,,https://lib.jucs.org/article/29466/,http://dx.doi.org/10.3217/jucs-015-10-2028,,10.3217/jucs-015-10-2028,,,0,,0,true,cc-by,green
150-188-119-252-720,Workshop on Abstract State Machines - The ASM Workbench: an Open and Extensible Tool Environment for Abstract State Machines.,,1998,book,,,,,Giuseppe Del Castillo,,,,139,154,Abstract state machines; Programming language; Workbench; Extensibility; Computer science,,,,,https://dblp.uni-trier.de/db/conf/asm/asm98.html#Castillo98,https://dblp.uni-trier.de/db/conf/asm/asm98.html#Castillo98,,,759149,,0,,10,false,,
150-285-962-336-711,ICWE Workshops - Model-Driven testing for web applications using abstract state machines,,2012,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Francesco Bolis; Angelo Gargantini; Marco Guarnieri; Eros Magri; Lorenzo Musto,"The increasing diffusion and importance of Web Applications has led to strict requirements in terms of continuity of the service, because their unavailability can lead to severe economic losses. Techniques to assure the quality of these applications are thus needed in order to identify in advance possible faults. Model-driven approaches to the testing of Web Applications can provide developers with a way of checking the conformance of the actual Web Application with respect to the model built from the requirements. These approaches can be used to automatically generate from the model a set of test cases satisfying certain coverage criteria, and thus can be integrated in a classical test driven development process. In this paper we present an automated technique for Web Application testing using a model-driven approach. We present a way of modeling Web Applications by Abstract State Machines (ASMs), and a process for generating automatically from the model a concrete test suite that is executed on the Web Application under test in order to check the conformance between the application and the model.",7703,,71,78,Software engineering; Web application; Distributed computing; Test case; Web modeling; Abstract state machines; Test suite; Unavailability; Computer science; Web testing; Test-driven development,,,,,https://link.springer.com/content/pdf/10.1007%2F978-3-642-35623-0_7.pdf https://dblp.uni-trier.de/db/conf/icwe/icwe2012w.html#BolisGGMM12 https://link.springer.com/10.1007/978-3-642-35623-0_7 https://rd.springer.com/chapter/10.1007/978-3-642-35623-0_7 https://aisberg.unibg.it/handle/10446/28172 https://link.springer.com/chapter/10.1007/978-3-642-35623-0_7,http://dx.doi.org/10.1007/978-3-642-35623-0_7,,10.1007/978-3-642-35623-0_7,166851811,,0,000-212-842-536-499; 004-165-410-572-804; 006-244-045-917-365; 007-111-583-746-548; 014-875-365-850-914; 018-408-105-437-771; 021-003-498-716-896; 024-774-638-733-220; 046-412-114-937-61X; 046-838-597-306-588; 047-299-736-589-511; 054-890-739-713-647; 082-093-993-781-083; 121-949-861-550-29X; 139-330-264-873-706; 147-436-309-880-519; 170-042-235-963-558; 189-521-689-083-502,11,true,,green
150-331-581-206-467,EMISA - Workflow Charts and Their Semantics Using Abstract State Machines.,,2012,journal article,Emisa Forum,,,,Theodorich Kopetzky; Verena Geist,,,,11,24,Abstract state machines; Workflow; Semantics (computer science); Workflow technology; Programming language; Computer science,,,,,https://subs.emis.de/LNI/Proceedings/Proceedings206/article6774.html https://dl.gi.de/20.500.12116/17736 https://dblp.uni-trier.de/db/conf/emisa/emisa2012.html#KopetzkyG12,https://subs.emis.de/LNI/Proceedings/Proceedings206/article6774.html,,,2402188304,,0,,2,false,,
150-685-236-981-348,DCFS - Using Abstract State Machines for the Description and the Analysis of Formal Systems.,,2005,book,,,,,Egon Börger,,,,15,22,Formal system; Formal verification; Abstract state machines; Programming language; Computer science; Theoretical computer science,,,,,https://dblp.uni-trier.de/db/conf/dcfs/dcfs2005.html#Borger05,https://dblp.uni-trier.de/db/conf/dcfs/dcfs2005.html#Borger05,,,2401843948,,0,,0,false,,
151-202-864-876-079,Software Engineering (Workshops) - CASM: Implementing an Abstract State Machine based Programming Language,,2013,book,,,,,Roland Lezuo; Gergö Barany; Andreas Krall,"In this paper we present CASM, a general purpose programming language based on abstract state machines (ASMs). We describe the implementation of an interpreter and a compiler for the language. The demand for efficient execution forced us to modify the definition of ASM and we discuss the impact of those changes. A novel feature for ASM based languages is symbolic execution, which we briefly describe. CASM is used for instruction set simulator generation and for semantic description in a compiler verification project. We report on the experience of using the language in those two projects. Finally we position ASM based programming languages as an elegant combination of imperative and functional programming paradigms which may liberate us from the von Neumann style as demanded by John Backus.",,,75,90,Interpreter; Abstract state machines; Compiler; Programming language; General-purpose programming language; Instruction set simulator; Symbolic execution; Computer science; Functional programming; Von Neumann architecture,,,,,https://dblp.uni-trier.de/db/conf/se/se2013w.html#LezuoBK13 https://dl.gi.de/20.500.12116/17416 http://dblp.uni-trier.de/db/conf/se/se2013w.html#LezuoBK13 https://www.complang.tuwien.ac.at/gergo/papers/lezuo-casm.pdf https://dl.gi.de/handle/20.500.12116/17416,https://dblp.uni-trier.de/db/conf/se/se2013w.html#LezuoBK13,,,2400854311,,0,000-490-410-327-490; 001-931-862-982-813; 004-266-873-563-413; 004-897-988-924-005; 014-968-659-927-406; 015-546-230-204-607; 017-616-691-581-222; 031-030-966-529-87X; 033-621-950-446-460; 037-971-189-573-077; 053-950-243-449-542; 060-776-050-843-781; 074-043-865-741-68X; 082-714-949-563-192; 083-542-488-108-485; 100-011-765-145-332; 105-620-622-527-144; 168-683-312-771-217; 181-399-011-626-73X; 183-394-089-255-799; 189-521-689-083-502,6,false,,
151-984-885-236-459,"Abstract State Machines, Alloy, B, TLA, VDM, and Z: 5th International Conference, ABZ 2016, Linz, Austria, May 23-27, 2016, Proceedings",2016-05-01,2016,book,,,,,Michael Butler; Klaus-Dieter Schewe; Atif Mashkoor; Miklós Biró,"This book constitutes the refereed proceedings of the 5th International Conference on Abstract State Machines, Alloy, B, TLA, VDM, and Z, ABZ 2016, held in Linz, Austria, in May 2016. The 17 full and 15 short papers presented in this volume were carefully reviewed and selected from 61 submissions. They record the latest research developments in state-based formal methods Abstract State Machines, Alloy, B, Circus, Event-B, TLS+, VDM and Z",,,,,Software engineering; Abstract state machines; Programming language; Computer science; State (computer science); Formal methods,,,,,https://eprints.soton.ac.uk/394837/,https://eprints.soton.ac.uk/394837/,,,2401719267,,0,,2,false,,
152-244-826-284-082,ABZ - A Relational Encoding for a Clash-Free Subset of ASMs,2016-05-11,2016,book,Lecture Notes in Computer Science,03029743; 16113349,Springer International Publishing,Germany,Gerhard Schellhorn; Gidon Ernst; Jörg Pfähler; Wolfgang Reif,"This paper defines a static check for clash-freedom of ASM rules, including sequential and parallel composition, nondeterministic choice, and recursion. The check computes a formula that, if provable, makes a relational encoding of ASM rules possible, which is an important prerequisite for efficient deduction. The check is general enough to cover all sequential rules as well as many typical uses of parallel composition.",,,237,243,Recursion; Collision; Abstract state machines; Cover (topology); Nondeterministic algorithm; Composition (combinatorics); Relational encoding; Static check; Mathematics; Theoretical computer science,Abstract State Machines; Synchronous Parallelism; Clashes,,,,https://link.springer.com/chapter/10.1007/978-3-319-33600-8_15 https://doi.org/10.1007/978-3-319-33600-8_15 https://dblp.uni-trier.de/db/conf/asm/abz2016.html#SchellhornEPR16 https://link.springer.com/10.1007/978-3-319-33600-8_15 https://rd.springer.com/chapter/10.1007%2F978-3-319-33600-8_15,http://dx.doi.org/10.1007/978-3-319-33600-8_15,,10.1007/978-3-319-33600-8_15,2476918434,,0,004-663-195-433-108; 008-752-451-030-114; 016-885-753-288-945; 018-169-454-412-913; 041-863-663-936-741; 059-553-350-068-285; 139-330-264-873-706; 184-044-966-704-362; 189-521-689-083-502,1,false,,
154-132-865-517-391,"Abstract State Machines, B and Z - First International Conference ABZ 2008",2008-09-01,2008,book,,,,,Egon Börger; Michael Butler; Jonathan P. Bowen; Paul Boca,,,,,,Discrete mathematics; Abstract state machines; Computer science,,,,,https://eprints.soton.ac.uk/266767/,https://eprints.soton.ac.uk/266767/,,,1534418377,,0,,0,false,,
154-226-250-634-345,"Abstract State Machines 2004. Advances in Theory and Practice: 11th International Workshop, ASM 2004, Lutherstadt Wittenberg, Germany, May 24-28, 2004. Proceedings",2004-05-11,2004,book,,,,,Wolf Zimmermann; Bernhard Thalheim,Invited Papers.- Intra-step Interaction.- Closed-Loop Modeling and Related Problems of Embedded Control Systems in Engineering.- An ALGOL-View on Turbo ASM.- An ASM Specification of C# Threads and the .NET Memory Model.- Finite Cursor Machines in Database Query Processing.- Research Papers.- Formalizing Liveness-Enriched Sequence Diagrams Using ASMs.- Specification and Validation of the Business Process Execution Language for Web Services.- Monodic ASMs and Temporal Verification.- Towards an Interchange Language for ASMs.- Specification and Implementation Problems for C#.- An ASM Semantics for SSA Intermediate Representations.- Observations on the Decidability of Transitions.- A Security Logic for Abstract State Machines.- Slicing Abstract State Machines.- The Cryptographic Abstract Machine.- Modeling Discretely Timed Systems Using Different Magnitudes of Non-standard Reals.,,,,,Memory model; Abstract state machines; Sequence diagram; Decidability; Semantics (computer science); Web service; Computer science; Business Process Execution Language; Theoretical computer science; Abstract machine,,,,,https://www.amazon.com/Abstract-Machines-Advances-Theory-Practice/dp/3540220941 http://ci.nii.ac.jp/ncid/BA67559538,https://www.amazon.com/Abstract-Machines-Advances-Theory-Practice/dp/3540220941,,,1594660057,,0,,0,false,,
155-032-984-383-726,Abstract State Machines - Formal description of a distributed location service for mobile ad hoc networks,2003-03-14,2003,journal article,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,András A. Benczúr; Uwe Glässer; Tamás Lukovszki,"We define here a distributed abstract state machine (DASM) [7] of the network or routing layer of mobile ad hoc networks [13]. Such networks require routing strategies substantially different from those used in static communication networks, since storing and updating large routing tables at mobile hosts would congest the network with administration packets very fast. In [1], the hypercubic location service is presented, which considers a very strong definition of fault-tolerance thereby improving state-of-the-art ad hoc routing protocols in several respects. Our goal in modeling the protocols for the distributed location service and the position based routing is twofold. First, we support the definition and validation of wireless communication protocols and implementations based thereon. Second, we feel that the abstract computation model naturally reflects the layering principle of communication architectures in combination with an uncompromisingly local view of the application domain. Thus we can identify fundamental semantic concepts, such as concurrency, reactivity and asynchronism, directly with the related concepts as imposed by the given application context.",,,204,217,Geocast; Distributed computing; Network packet; Routing table; Ad hoc wireless distribution service; Telecommunications network; Vehicular ad hoc network; Policy-based routing; Optimized Link State Routing Protocol; Static routing; Triangular routing; Destination-Sequenced Distance Vector routing; Computer network; Adaptive quality of service multi-hop routing; Computer science; Wireless Routing Protocol; Geographic routing; Wireless; Link-state routing protocol; Mobile ad hoc network; Wireless ad hoc network; Routing domain; Dynamic Source Routing,,,,,https://www.cs.sfu.ca/research/groups/NML/archive/pdf00004.pdf http://www.cs.sfu.ca/research/groups/NML/archive/pdf00004.pdf https://link.springer.com/chapter/10.1007%2F3-540-36498-6_11 https://link.springer.com/content/pdf/10.1007%2F3-540-36498-6_11.pdf https://core.ac.uk/display/48286111 https://rd.springer.com/chapter/10.1007/3-540-36498-6_11 https://dblp.uni-trier.de/db/conf/asm/asm2003.html#BenczurGL03,http://dx.doi.org/10.1007/3-540-36498-6_11,,10.1007/3-540-36498-6_11,2129864673,,1,000-881-650-594-297; 002-704-891-527-779; 002-769-042-468-038; 006-555-745-475-703; 013-303-721-674-938; 032-004-847-886-839; 041-818-651-767-693; 052-232-984-034-384; 053-462-578-428-61X; 079-723-355-085-863; 086-911-802-907-518; 089-303-895-062-146; 090-234-039-298-77X; 092-895-055-652-290; 105-620-622-527-144; 111-472-453-337-520; 114-415-758-403-670; 151-388-547-139-938; 154-242-126-987-493; 154-916-490-571-433; 158-998-382-961-239; 162-008-052-602-531,9,true,,green
156-881-460-819-421,Workshop on Abstract State Machines - Interacting Abstract State Machines.,,1998,book,,,,,Marcelo de Almeida Maia; Vladimir Oliveira Di Iorio; Roberto da Silva Bigonha,,,,37,49,Formalism (philosophy of mathematics); Abstract state machines; Concurrency; Programming language; Computer science,,,,,https://dblp.uni-trier.de/db/conf/asm/asm98.html#MaiaIB98,https://dblp.uni-trier.de/db/conf/asm/asm98.html#MaiaIB98,,,1543977071,,0,051-198-279-045-712; 052-600-461-016-757; 055-832-141-101-145; 064-895-911-035-944; 103-746-651-286-248,3,false,,
157-034-829-975-07X,Can abstract state machines Be useful in language theory? : (Extended abstract),,2006,journal article,Lecture Notes in Computer Science,03029743,Springer Verlag,Germany,Yuri Gurevich; Charles Wallace,,,,14,19,Philosophy of language; Abstract state machines; Artificial intelligence; Finite-state machine; Parsing; Natural language processing; Semantic analysis (machine learning); Computer science; Metamodeling,,,,,,,,,2523699040,,0,,0,false,,
157-857-873-756-859,Abstract State Machines - Unifying Program Refinement Calculi.,,2005,book,,,,,Jim Woodcock,,,,76,,Refinement; Programming language; Computer science,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#Woodcock05 http://dblp.uni-trier.de/db/conf/asm/asm2005.html#Woodcock05,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#Woodcock05,,,30474800,,0,,0,false,,
157-904-386-346-974,FUSION - Integrating Abstract State Machines and Interpreted Systems for Situation Analysis decision support design,2008-09-26,2008,conference proceedings,,,,,Roozbeh Farahbod; Uwe Glässer; Eloi Bosse; Adel Guitouni,"A formal approach to the design of situation analysis and decision support systems is justified and unavoidable if one is interested in reproducibility/traceability of results, satisfaction of constraints, and a language to represent and reason about dynamic situations. In this paper, we propose the integration of two multiagent modeling paradigms, abstract state machines and interpreted systems, to develop a comprehensive framework for computational situation analysis (SA) as a basis for design and development of decision support systems. Due to the similarities of the underlying modeling concepts, a systematic integration of the two paradigms seems sensible, as each one has its particular focus and strength, complementing each other in several respects. Our approach builds on multiagent systems theories to formalize the distributed aspect, allows for reasoning about knowledge, uncertainty and belief change, and enables rapid prototyping of abstract executable decision support system models.",,,1,8,Decision support system; Abstract state machines; Situation analysis; Traceability; Executable; Finite-state machine; Computer science; Multi-agent system; Management science; Intelligent decision support system,,,,,http://ieeexplore.ieee.org/document/4632397/ https://dblp.uni-trier.de/db/conf/fusion/fusion2008.html#FarahbodGBG08 https://ieeexplore.ieee.org/document/4632397/ https://isif.org/fusion/proceedings/fusion08CD/papers/1569108407.pdf,https://dblp.uni-trier.de/db/conf/fusion/fusion2008.html#FarahbodGBG08,,,1608057897,,0,005-919-900-156-170; 006-244-045-917-365; 006-555-745-475-703; 016-799-163-937-887; 019-911-894-187-65X; 022-955-585-690-019; 027-765-297-864-912; 033-755-505-178-625; 034-400-132-510-675; 045-374-277-640-529; 060-776-050-843-781; 065-449-874-396-56X; 076-073-572-022-016; 080-150-543-870-121; 087-857-802-922-971; 092-195-924-604-606; 095-581-760-613-083; 105-620-622-527-144; 109-847-160-864-681; 118-448-708-624-818; 147-982-445-249-738; 176-889-161-409-600,9,false,,
158-385-498-954-960,Compositional Simulation of Abstract State Machines for Safety Critical Systems,2022-11-02,2022,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer International Publishing,Germany,Silvia Bonfanti; Angelo Gargantini; Elvinia Riccobene; Patrizia Scandurra,,,,3,19,Computer science; Abstract state machines; Schema (genetic algorithms); Executable; Finite-state machine; Context (archaeology); Distributed computing; Embedded system; Programming language; Paleontology; Biology; Machine learning,,,,,,http://dx.doi.org/10.1007/978-3-031-20872-0_1,,10.1007/978-3-031-20872-0_1,,,0,001-833-306-502-090; 002-943-206-622-216; 012-182-225-373-63X; 019-768-331-540-502; 022-946-398-339-309; 027-467-987-210-240; 032-455-772-283-197; 033-970-130-900-328; 040-301-971-526-778; 044-990-123-157-887; 073-707-569-132-460; 096-620-815-332-12X; 133-923-472-637-72X; 138-203-276-451-828; 139-330-264-873-706; 167-896-065-369-695; 187-494-680-262-623,4,false,,
158-747-640-712-272,Abstract State Machines - Finite Cursor Machines in Database Query Processing,,2004,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Jan Van den Bussche,"A database system is often concerned with the processing of lists of tuples in a single scan, using constant amount of memory. In classical relational query processing [2], many of the relational algebra operators have simple single-scan implementations on sorted lists. In more recent data stream systems [1], single-scan processing is a must. Data warehousing software tools, such as those by Aruna, support database querying using index structures for text searching.",,,61,61,Tuple; Data warehouse; Cursor (databases); Software; Data stream; Computer science; Relational database; Theoretical computer science; Relational algebra,,,,,https://rd.springer.com/chapter/10.1007/978-3-540-24773-9_5 https://link.springer.com/chapter/10.1007/978-3-540-24773-9_5 https://dblp.uni-trier.de/db/conf/asm/asm2004.html#Bussche04,http://dx.doi.org/10.1007/978-3-540-24773-9_5,,10.1007/978-3-540-24773-9_5,1545600640,,0,073-744-995-689-459; 193-303-559-776-588,2,false,,
159-231-529-235-470,Specification and validation methods - Annotated bibliography on evolving algebras,1995-09-14,1995,book,,,,,Egon Börger,,,,37,51,Library science; Annotated bibliography; Computer science,,,,,https://dblp.uni-trier.de/db/conf/asm/eap1993.html#Borger93,https://dblp.uni-trier.de/db/conf/asm/eap1993.html#Borger93,,,1500960498,,0,,20,false,,
159-887-019-171-958,EVOLVING ALGEBRAS: AN ATTEMPT TO DISCOVER SEMANTICS,,1993,book chapter,Current Trends in Theoretical Computer Science,,WORLD SCIENTIFIC,,YURI GUREVICH,,,,266,292,,,,,,,http://dx.doi.org/10.1142/9789812794499_0021,,10.1142/9789812794499_0021,,,0,,31,false,,
161-581-499-219-980,"Abstract State Machines - Privacy, abstract encryption and protocols: an ASM model - part I",2003-03-14,2003,journal article,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,Dean Rosenzweig; Davor Runje; Neva Slani,"We introduce an executable formal model of abstract encryption using the specification language AsmL, based on Abstract State Machines of Gurevich, providing a simple executable models for cryptographic protocols. We show strong universality properties of our descriptions of patterns, protocol roles and environment behaviors--no ASM program can do better, given the same information.",,,372,390,Formal specification; Abstract state machines; Encryption; Executable; Cryptanalysis; Specification language; Cryptographic protocol; Computer science; Theoretical computer science; Abstract machine,,,,,https://link.springer.com/content/pdf/10.1007%2F3-540-36498-6_22.pdf https://link.springer.com/chapter/10.1007/3-540-36498-6_22 https://dblp.uni-trier.de/db/conf/asm/asm2003.html#RosenzweigRS03 https://rd.springer.com/chapter/10.1007/3-540-36498-6_22 https://www.bib.irb.hr/138082,http://dx.doi.org/10.1007/3-540-36498-6_22,,10.1007/3-540-36498-6_22,1581323654,,0,000-756-219-956-497; 002-438-766-985-114; 005-961-192-802-555; 009-509-909-143-177; 013-303-721-674-938; 034-400-132-510-675; 043-150-652-062-148; 053-250-560-034-132; 055-910-761-715-165; 059-872-779-763-000; 068-257-256-309-994; 077-730-961-352-493; 084-010-145-144-942; 092-195-924-604-606; 097-454-440-007-034; 104-328-578-535-563; 108-345-642-202-713; 111-521-626-692-386; 136-876-079-975-618; 139-450-211-387-196; 144-685-390-193-027,9,false,,
